fs_method,num_features,total_cost,sparsity,precision,accuracy
JMI,5,0.0,0.5,4,0.4724091589450836
JMI,5,0.0,0.5,6,0.4724091589450836
JMI,5,0.0,0.5,8,0.4724091589450836
JMI,5,0.0,0.5,10,0.4724091589450836
JMI,5,0.0,0.9,32,0.42934051156044006
JMI,5,0.0,0.9,4,0.42934051156044006
JMI,5,0.0,0.9,6,0.4253028333187103
JMI,5,0.0,0.9,8,0.4253028333187103
JMI,5,0.0,0.9,10,0.4253028333187103
DISR,10,0.0,0.0,32,0.457604318857193
DISR,10,0.0,0.2,32,0.4562584161758423
DISR,10,0.0,0.2,4,0.46298789978027344
DISR,10,0.0,0.2,6,0.46433377265930176
DISR,10,0.0,0.2,8,0.46433377265930176
DISR,10,0.0,0.2,10,0.46433377265930176
DISR,10,0.0,0.5,32,0.46298789978027344
DISR,10,0.0,0.5,4,0.47510093450546265
DISR,10,0.0,0.5,6,0.47779273986816406
DISR,10,0.0,0.5,8,0.47779273986816406
DISR,10,0.0,0.5,10,0.47779273986816406
DISR,10,0.0,0.9,32,0.4320322871208191
DISR,10,0.0,0.9,4,0.4481830298900604
DISR,10,0.0,0.9,6,0.4481830298900604
DISR,10,0.0,0.9,8,0.4481830298900604
DISR,10,0.0,0.9,10,0.4481830298900604
Fisher,10,0.0,0.0,32,0.42934051156044006
Fisher,10,0.0,0.2,32,0.42934051156044006
Fisher,10,0.0,0.2,4,0.42934051156044006
Fisher,10,0.0,0.2,6,0.42934051156044006
Fisher,10,0.0,0.2,8,0.42934051156044006
Fisher,10,0.0,0.2,10,0.42934051156044006
Fisher,10,0.0,0.5,32,0.42934051156044006
Fisher,10,0.0,0.5,4,0.42934051156044006
Fisher,10,0.0,0.5,6,0.42934051156044006
Fisher,10,0.0,0.5,8,0.42934051156044006
Fisher,10,0.0,0.5,10,0.42934051156044006
Fisher,10,0.0,0.9,32,0.42934051156044006
Fisher,10,0.0,0.9,4,0.42934051156044006
Fisher,10,0.0,0.9,6,0.42934051156044006
Fisher,10,0.0,0.9,8,0.42934051156044006
Fisher,10,0.0,0.9,10,0.42934051156044006
JMI,10,0.0,0.0,32,0.45087483525276184
JMI,10,0.0,0.2,32,0.45222073793411255
JMI,10,0.0,0.2,4,0.45356661081314087
JMI,10,0.0,0.2,6,0.45087483525276184
JMI,10,0.0,0.2,8,0.45087483525276184
JMI,10,0.0,0.2,10,0.45087483525276184
JMI,10,0.0,0.5,32,0.45222073793411255
JMI,10,0.0,0.5,4,0.46164199709892273
JMI,10,0.0,0.5,6,0.46433377265930176
JMI,10,0.0,0.5,8,0.46433377265930176
JMI,10,0.0,0.5,10,0.46433377265930176
JMI,10,0.0,0.9,32,0.4441453516483307
JMI,10,0.0,0.9,4,0.45087483525276184
JMI,10,0.0,0.9,6,0.4481830298900604
JMI,10,0.0,0.9,8,0.4481830298900604
JMI,10,0.0,0.9,10,0.4481830298900604
DISR,15,0.0,0.0,32,0.45356661081314087
DISR,15,0.0,0.2,32,0.4562584161758423
DISR,15,0.0,0.2,4,0.457604318857193
DISR,15,0.0,0.2,6,0.457604318857193
DISR,15,0.0,0.2,8,0.457604318857193
DISR,15,0.0,0.2,10,0.457604318857193
DISR,15,0.0,0.5,32,0.45356661081314087
DISR,15,0.0,0.5,4,0.45356661081314087
DISR,15,0.0,0.5,6,0.45356661081314087
DISR,15,0.0,0.5,8,0.45356661081314087
DISR,15,0.0,0.5,10,0.45356661081314087
DISR,15,0.0,0.9,32,0.4481830298900604
DISR,15,0.0,0.9,4,0.4481830298900604
DISR,15,0.0,0.9,6,0.44952893257141113
DISR,15,0.0,0.9,8,0.44952893257141113
DISR,15,0.0,0.9,10,0.44952893257141113
Fisher,15,0.0,0.0,32,0.4199192523956299
Fisher,15,0.0,0.2,32,0.4199192523956299
Fisher,15,0.0,0.2,4,0.4226110279560089
Fisher,15,0.0,0.2,6,0.4226110279560089
Fisher,15,0.0,0.2,8,0.4226110279560089
Fisher,15,0.0,0.2,10,0.4226110279560089
Fisher,15,0.0,0.5,32,0.4212651550769806
Fisher,15,0.0,0.5,4,0.41453567147254944
Fisher,15,0.0,0.5,6,0.41318976879119873
Fisher,15,0.0,0.5,8,0.41318976879119873
Fisher,15,0.0,0.5,10,0.41318976879119873
Fisher,15,0.0,0.9,32,0.4199192523956299
Fisher,15,0.0,0.9,4,0.4199192523956299
Fisher,15,0.0,0.9,6,0.41453567147254944
Fisher,15,0.0,0.9,8,0.41453567147254944
Fisher,15,0.0,0.9,10,0.41453567147254944
JMI,15,0.0,0.0,32,0.45222073793411255
JMI,15,0.0,0.2,32,0.45356661081314087
JMI,15,0.0,0.2,4,0.45222073793411255
JMI,15,0.0,0.2,6,0.45222073793411255
JMI,15,0.0,0.2,8,0.45222073793411255
JMI,15,0.0,0.2,10,0.45222073793411255
JMI,15,0.0,0.5,32,0.45222073793411255
JMI,15,0.0,0.5,4,0.46433377265930176
JMI,15,0.0,0.5,6,0.46433377265930176
JMI,15,0.0,0.5,8,0.46433377265930176
JMI,15,0.0,0.5,10,0.46433377265930176
JMI,15,0.0,0.9,32,0.45087483525276184
JMI,15,0.0,0.9,4,0.457604318857193
JMI,15,0.0,0.9,6,0.46567967534065247
JMI,15,0.0,0.9,8,0.46567967534065247
JMI,15,0.0,0.9,10,0.46567967534065247
DISR,20,0.0,0.0,32,0.4589501917362213
DISR,20,0.0,0.2,32,0.4468371570110321
DISR,20,0.0,0.2,4,0.4549125134944916
DISR,20,0.0,0.2,6,0.4441453516483307
DISR,20,0.0,0.2,8,0.4441453516483307
DISR,20,0.0,0.2,10,0.4441453516483307
DISR,20,0.0,0.5,32,0.4670255780220032
DISR,20,0.0,0.5,4,0.46433377265930176
DISR,20,0.0,0.5,6,0.46433377265930176
DISR,20,0.0,0.5,8,0.46433377265930176
DISR,20,0.0,0.5,10,0.46433377265930176
DISR,20,0.0,0.9,32,0.4481830298900604
DISR,20,0.0,0.9,4,0.44952893257141113
DISR,20,0.0,0.9,6,0.44952893257141113
DISR,20,0.0,0.9,8,0.44952893257141113
DISR,20,0.0,0.9,10,0.44952893257141113
Fisher,20,0.0,0.0,32,0.4360699951648712
Fisher,20,0.0,0.2,32,0.4468371570110321
Fisher,20,0.0,0.2,4,0.457604318857193
Fisher,20,0.0,0.2,6,0.4589501917362213
Fisher,20,0.0,0.2,8,0.4589501917362213
Fisher,20,0.0,0.2,10,0.4589501917362213
Fisher,20,0.0,0.5,32,0.44279944896698
Fisher,20,0.0,0.5,4,0.4104979932308197
Fisher,20,0.0,0.5,6,0.409152090549469
Fisher,20,0.0,0.5,8,0.409152090549469
Fisher,20,0.0,0.5,10,0.409152090549469
Fisher,20,0.0,0.9,32,0.4333781898021698
Fisher,20,0.0,0.9,4,0.3997308313846588
Fisher,20,0.0,0.9,6,0.3997308313846588
Fisher,20,0.0,0.9,8,0.3997308313846588
Fisher,20,0.0,0.9,10,0.3997308313846588
JMI,20,0.0,0.0,32,0.4549125134944916
JMI,20,0.0,0.2,32,0.460296094417572
JMI,20,0.0,0.2,4,0.4589501917362213
JMI,20,0.0,0.2,6,0.457604318857193
JMI,20,0.0,0.2,8,0.457604318857193
JMI,20,0.0,0.2,10,0.457604318857193
JMI,20,0.0,0.5,32,0.4562584161758423
JMI,20,0.0,0.5,4,0.4589501917362213
JMI,20,0.0,0.5,6,0.4589501917362213
JMI,20,0.0,0.5,8,0.4589501917362213
JMI,20,0.0,0.5,10,0.4589501917362213
JMI,20,0.0,0.9,32,0.4320322871208191
JMI,20,0.0,0.9,4,0.4320322871208191
JMI,20,0.0,0.9,6,0.42664873600006104
JMI,20,0.0,0.9,8,0.42664873600006104
JMI,20,0.0,0.9,10,0.42664873600006104
