fs_method,num_features,total_cost,sparsity,precision,accuracy
DISR,15,0.053550000000000014,0.9,6,0.5880935788154602
DISR,15,0.053550000000000014,0.9,8,0.5880935788154602
DISR,15,0.053550000000000014,0.9,10,0.5883267521858215
Fisher,15,0.06095000000000002,0.0,32,0.6620813012123108
Fisher,15,0.06095000000000002,0.2,32,0.704282283782959
Fisher,15,0.06095000000000002,0.2,4,0.6654231548309326
Fisher,15,0.06095000000000002,0.2,6,0.6654231548309326
Fisher,15,0.06095000000000002,0.2,8,0.6654231548309326
Fisher,15,0.06095000000000002,0.2,10,0.6667444109916687
Fisher,15,0.06095000000000002,0.5,32,0.7166394591331482
Fisher,15,0.06095000000000002,0.5,4,0.671485185623169
Fisher,15,0.06095000000000002,0.5,6,0.649879515171051
Fisher,15,0.06095000000000002,0.5,8,0.649879515171051
Fisher,15,0.06095000000000002,0.5,10,0.6487137675285339
Fisher,15,0.06095000000000002,0.9,32,0.6548535227775574
Fisher,15,0.06095000000000002,0.9,4,0.5852180123329163
Fisher,15,0.06095000000000002,0.9,6,0.5941556096076965
Fisher,15,0.06095000000000002,0.9,8,0.5941556096076965
Fisher,15,0.06095000000000002,0.9,10,0.5915131568908691
JMI,15,0.053550000000000014,0.0,32,0.6065127849578857
JMI,15,0.053550000000000014,0.2,32,0.6021605730056763
JMI,15,0.053550000000000014,0.2,4,0.6302168369293213
JMI,15,0.053550000000000014,0.2,6,0.6334033012390137
JMI,15,0.053550000000000014,0.2,8,0.6334033012390137
JMI,15,0.053550000000000014,0.2,10,0.6333255767822266
JMI,15,0.053550000000000014,0.5,32,0.5802440643310547
JMI,15,0.053550000000000014,0.5,4,0.5936892628669739
JMI,15,0.053550000000000014,0.5,6,0.5900365114212036
JMI,15,0.053550000000000014,0.5,8,0.5900365114212036
JMI,15,0.053550000000000014,0.5,10,0.5899587869644165
JMI,15,0.053550000000000014,0.9,32,0.5818760991096497
JMI,15,0.053550000000000014,0.9,4,0.5644672513008118
JMI,15,0.053550000000000014,0.9,6,0.5672650933265686
JMI,15,0.053550000000000014,0.9,8,0.5672650933265686
JMI,15,0.053550000000000014,0.9,10,0.5672650933265686
DISR,20,0.07089999999999999,0.0,32,0.6726509928703308
DISR,20,0.07089999999999999,0.2,32,0.6858630776405334
DISR,20,0.07089999999999999,0.2,4,0.7269759774208069
DISR,20,0.07089999999999999,0.2,6,0.7199036478996277
DISR,20,0.07089999999999999,0.2,8,0.7199036478996277
DISR,20,0.07089999999999999,0.2,10,0.7198259234428406
DISR,20,0.07089999999999999,0.5,32,0.7394886016845703
DISR,20,0.07089999999999999,0.5,4,0.6704748868942261
DISR,20,0.07089999999999999,0.5,6,0.6887386441230774
DISR,20,0.07089999999999999,0.5,8,0.6887386441230774
DISR,20,0.07089999999999999,0.5,10,0.6887386441230774
DISR,20,0.07089999999999999,0.9,32,0.7383228540420532
DISR,20,0.07089999999999999,0.9,4,0.60138338804245
DISR,20,0.07089999999999999,0.9,6,0.6442838311195374
DISR,20,0.07089999999999999,0.9,8,0.6442838311195374
DISR,20,0.07089999999999999,0.9,10,0.6439729332923889
Fisher,20,0.07535,0.0,32,0.6472371220588684
Fisher,20,0.07535,0.2,32,0.69138103723526
Fisher,20,0.07535,0.2,4,0.6768477559089661
Fisher,20,0.07535,0.2,6,0.6934017539024353
Fisher,20,0.07535,0.2,8,0.6934017539024353
Fisher,20,0.07535,0.2,10,0.6888940930366516
Fisher,20,0.07535,0.5,32,0.6843864321708679
Fisher,20,0.07535,0.5,4,0.6233776211738586
Fisher,20,0.07535,0.5,6,0.6214346885681152
Fisher,20,0.07535,0.5,8,0.6214346885681152
Fisher,20,0.07535,0.5,10,0.6214346885681152
Fisher,20,0.07535,0.9,32,0.7103443145751953
Fisher,20,0.07535,0.9,4,0.7087122201919556
Fisher,20,0.07535,0.9,6,0.7190487384796143
Fisher,20,0.07535,0.9,8,0.7190487384796143
Fisher,20,0.07535,0.9,10,0.7187378406524658
JMI,20,0.07384999999999999,0.0,32,0.6784798502922058
JMI,20,0.07384999999999999,0.2,32,0.6538431644439697
JMI,20,0.07384999999999999,0.2,4,0.6487137675285339
JMI,20,0.07384999999999999,0.2,6,0.6411750912666321
JMI,20,0.07384999999999999,0.2,8,0.6411750912666321
JMI,20,0.07384999999999999,0.2,10,0.641097366809845
JMI,20,0.07384999999999999,0.5,32,0.714851975440979
JMI,20,0.07384999999999999,0.5,4,0.6621590256690979
JMI,20,0.07384999999999999,0.5,6,0.6716406345367432
JMI,20,0.07384999999999999,0.5,8,0.6716406345367432
JMI,20,0.07384999999999999,0.5,10,0.6717183589935303
JMI,20,0.07384999999999999,0.9,32,0.7129867076873779
JMI,20,0.07384999999999999,0.9,4,0.6652677655220032
JMI,20,0.07384999999999999,0.9,6,0.6620035767555237
JMI,20,0.07384999999999999,0.9,8,0.6620035767555237
JMI,20,0.07384999999999999,0.9,10,0.6623921394348145
