fs_method,num_features,total_cost,sparsity,precision,accuracy
Fisher,15,0.056500000000000015,0.9,8,0.6564245820045471
Fisher,15,0.056500000000000015,0.9,10,0.6564245820045471
JMI,15,0.052800000000000014,0.0,32,0.6508380174636841
JMI,15,0.052800000000000014,0.2,32,0.6452513933181763
JMI,15,0.052800000000000014,0.2,4,0.6452513933181763
JMI,15,0.052800000000000014,0.2,6,0.6368715167045593
JMI,15,0.052800000000000014,0.2,8,0.6368715167045593
JMI,15,0.052800000000000014,0.2,10,0.6368715167045593
JMI,15,0.052800000000000014,0.5,32,0.6424580812454224
JMI,15,0.052800000000000014,0.5,4,0.659217894077301
JMI,15,0.052800000000000014,0.5,6,0.659217894077301
JMI,15,0.052800000000000014,0.5,8,0.659217894077301
JMI,15,0.052800000000000014,0.5,10,0.659217894077301
JMI,15,0.052800000000000014,0.9,32,0.6648044586181641
JMI,15,0.052800000000000014,0.9,4,0.6648044586181641
JMI,15,0.052800000000000014,0.9,6,0.6648044586181641
JMI,15,0.052800000000000014,0.9,8,0.6648044586181641
JMI,15,0.052800000000000014,0.9,10,0.6648044586181641
DISR,20,0.07089999999999999,0.0,32,0.6452513933181763
DISR,20,0.07089999999999999,0.2,32,0.6620111465454102
DISR,20,0.07089999999999999,0.2,4,0.667597770690918
DISR,20,0.07089999999999999,0.2,6,0.667597770690918
DISR,20,0.07089999999999999,0.2,8,0.667597770690918
DISR,20,0.07089999999999999,0.2,10,0.667597770690918
DISR,20,0.07089999999999999,0.5,32,0.6648044586181641
DISR,20,0.07089999999999999,0.5,4,0.6648044586181641
DISR,20,0.07089999999999999,0.5,6,0.6648044586181641
DISR,20,0.07089999999999999,0.5,8,0.6648044586181641
DISR,20,0.07089999999999999,0.5,10,0.6648044586181641
DISR,20,0.07089999999999999,0.9,32,0.6648044586181641
DISR,20,0.07089999999999999,0.9,4,0.6648044586181641
DISR,20,0.07089999999999999,0.9,6,0.6648044586181641
DISR,20,0.07089999999999999,0.9,8,0.6648044586181641
DISR,20,0.07089999999999999,0.9,10,0.6648044586181641
Fisher,20,0.0665,0.0,32,0.6508380174636841
Fisher,20,0.0665,0.2,32,0.6424580812454224
Fisher,20,0.0665,0.2,4,0.6284916400909424
Fisher,20,0.0665,0.2,6,0.6396648287773132
Fisher,20,0.0665,0.2,8,0.6396648287773132
Fisher,20,0.0665,0.2,10,0.6396648287773132
Fisher,20,0.0665,0.5,32,0.6424580812454224
Fisher,20,0.0665,0.5,4,0.6061452627182007
Fisher,20,0.0665,0.5,6,0.583798885345459
Fisher,20,0.0665,0.5,8,0.583798885345459
Fisher,20,0.0665,0.5,10,0.583798885345459
Fisher,20,0.0665,0.9,32,0.6703910827636719
Fisher,20,0.0665,0.9,4,0.6424580812454224
Fisher,20,0.0665,0.9,6,0.6424580812454224
Fisher,20,0.0665,0.9,8,0.6424580812454224
Fisher,20,0.0665,0.9,10,0.6424580812454224
JMI,20,0.07089999999999999,0.0,32,0.6536312699317932
JMI,20,0.07089999999999999,0.2,32,0.6564245820045471
JMI,20,0.07089999999999999,0.2,4,0.6480447053909302
JMI,20,0.07089999999999999,0.2,6,0.6536312699317932
JMI,20,0.07089999999999999,0.2,8,0.6536312699317932
JMI,20,0.07089999999999999,0.2,10,0.6564245820045471
JMI,20,0.07089999999999999,0.5,32,0.6648044586181641
JMI,20,0.07089999999999999,0.5,4,0.5558659434318542
JMI,20,0.07089999999999999,0.5,6,0.5307262539863586
JMI,20,0.07089999999999999,0.5,8,0.5307262539863586
JMI,20,0.07089999999999999,0.5,10,0.5307262539863586
JMI,20,0.07089999999999999,0.9,32,0.659217894077301
JMI,20,0.07089999999999999,0.9,4,0.6312848925590515
JMI,20,0.07089999999999999,0.9,6,0.6396648287773132
JMI,20,0.07089999999999999,0.9,8,0.6396648287773132
JMI,20,0.07089999999999999,0.9,10,0.6396648287773132
