fs_method,num_features,total_cost,sparsity,precision,accuracy
DISR,10,0.0,0.9,8,0.7047159671783447
DISR,10,0.0,0.9,10,0.7047159671783447
Fisher,10,0.0,0.0,32,0.7640979886054993
Fisher,10,0.0,0.2,32,0.800923228263855
Fisher,10,0.0,0.2,4,0.760006308555603
Fisher,10,0.0,0.2,6,0.7972512245178223
Fisher,10,0.0,0.2,8,0.7972512245178223
Fisher,10,0.0,0.2,10,0.7972512245178223
Fisher,10,0.0,0.5,32,0.8008707761764526
Fisher,10,0.0,0.5,4,0.7638357281684875
Fisher,10,0.0,0.5,6,0.7638357281684875
Fisher,10,0.0,0.5,8,0.7638357281684875
Fisher,10,0.0,0.5,10,0.7638357281684875
Fisher,10,0.0,0.9,32,0.7566227912902832
Fisher,10,0.0,0.9,4,0.7047421932220459
Fisher,10,0.0,0.9,6,0.6044169068336487
Fisher,10,0.0,0.9,8,0.6044169068336487
Fisher,10,0.0,0.9,10,0.6044169068336487
JMI,10,0.0,0.0,32,0.7955988049507141
JMI,10,0.0,0.2,32,0.7941299676895142
JMI,10,0.0,0.2,4,0.796726644039154
JMI,10,0.0,0.2,6,0.7954414486885071
JMI,10,0.0,0.2,8,0.7954414486885071
JMI,10,0.0,0.2,10,0.7954414486885071
JMI,10,0.0,0.5,32,0.7562817931175232
JMI,10,0.0,0.5,4,0.7414100766181946
JMI,10,0.0,0.5,6,0.7345643639564514
JMI,10,0.0,0.5,8,0.7345643639564514
JMI,10,0.0,0.5,10,0.7345643639564514
JMI,10,0.0,0.9,32,0.717909038066864
JMI,10,0.0,0.9,4,0.7159156203269958
JMI,10,0.0,0.9,6,0.7181712985038757
JMI,10,0.0,0.9,8,0.7181712985038757
JMI,10,0.0,0.9,10,0.7181712985038757
DISR,15,0.0,0.0,32,0.8203325867652893
DISR,15,0.0,0.2,32,0.8214866518974304
DISR,15,0.0,0.2,4,0.8214604258537292
DISR,15,0.0,0.2,6,0.8229029774665833
DISR,15,0.0,0.2,8,0.8229029774665833
DISR,15,0.0,0.2,10,0.8229292631149292
DISR,15,0.0,0.5,32,0.8359387516975403
DISR,15,0.0,0.5,4,0.7795992493629456
DISR,15,0.0,0.5,6,0.7815401554107666
DISR,15,0.0,0.5,8,0.7815401554107666
DISR,15,0.0,0.5,10,0.7815401554107666
DISR,15,0.0,0.9,32,0.793946385383606
DISR,15,0.0,0.9,4,0.7727534770965576
DISR,15,0.0,0.9,6,0.7730157971382141
DISR,15,0.0,0.9,8,0.7730157971382141
DISR,15,0.0,0.9,10,0.7730157971382141
Fisher,15,0.0,0.0,32,0.7611079216003418
Fisher,15,0.0,0.2,32,0.7568850517272949
Fisher,15,0.0,0.2,4,0.7145779728889465
Fisher,15,0.0,0.2,6,0.7146828770637512
Fisher,15,0.0,0.2,8,0.7146828770637512
Fisher,15,0.0,0.2,10,0.7146828770637512
Fisher,15,0.0,0.5,32,0.7604522109031677
Fisher,15,0.0,0.5,4,0.688322901725769
Fisher,15,0.0,0.5,6,0.6864082217216492
Fisher,15,0.0,0.5,8,0.6864082217216492
Fisher,15,0.0,0.5,10,0.6864082217216492
Fisher,15,0.0,0.9,32,0.7421706914901733
Fisher,15,0.0,0.9,4,0.696112871170044
Fisher,15,0.0,0.9,6,0.6900540590286255
Fisher,15,0.0,0.9,8,0.6900540590286255
Fisher,15,0.0,0.9,10,0.6900540590286255
JMI,15,0.0,0.0,32,0.8181555867195129
JMI,15,0.0,0.2,32,0.8224309086799622
JMI,15,0.0,0.2,4,0.8269684910774231
JMI,15,0.0,0.2,6,0.8259455561637878
JMI,15,0.0,0.2,8,0.8259455561637878
JMI,15,0.0,0.2,10,0.8259455561637878
JMI,15,0.0,0.5,32,0.8175785541534424
JMI,15,0.0,0.5,4,0.7285054922103882
JMI,15,0.0,0.5,6,0.7339348196983337
JMI,15,0.0,0.5,8,0.7339348196983337
JMI,15,0.0,0.5,10,0.7340660095214844
JMI,15,0.0,0.9,32,0.7866023182868958
JMI,15,0.0,0.9,4,0.7221843600273132
JMI,15,0.0,0.9,6,0.7312332987785339
JMI,15,0.0,0.9,8,0.7312332987785339
JMI,15,0.0,0.9,10,0.7312332987785339
DISR,20,0.0,0.0,32,0.8431254029273987
DISR,20,0.0,0.2,32,0.8411058187484741
DISR,20,0.0,0.2,4,0.7992445826530457
DISR,20,0.0,0.2,6,0.8086607456207275
DISR,20,0.0,0.2,8,0.8086607456207275
DISR,20,0.0,0.2,10,0.8086607456207275
DISR,20,0.0,0.5,32,0.8384304642677307
DISR,20,0.0,0.5,4,0.7177779078483582
DISR,20,0.0,0.5,6,0.6562713384628296
DISR,20,0.0,0.5,8,0.6562713384628296
DISR,20,0.0,0.5,10,0.6560352444648743
DISR,20,0.0,0.9,32,0.7925037741661072
DISR,20,0.0,0.9,4,0.7837696075439453
DISR,20,0.0,0.9,6,0.76276034116745
DISR,20,0.0,0.9,8,0.76276034116745
DISR,20,0.0,0.9,10,0.7629963755607605
Fisher,20,0.0,0.0,32,0.815401554107666
Fisher,20,0.0,0.2,32,0.8135131001472473
Fisher,20,0.0,0.2,4,0.7499606609344482
Fisher,20,0.0,0.2,6,0.7239941358566284
Fisher,20,0.0,0.2,8,0.7239941358566284
Fisher,20,0.0,0.2,10,0.7240465879440308
Fisher,20,0.0,0.5,32,0.8093164563179016
Fisher,20,0.0,0.5,4,0.7995069026947021
Fisher,20,0.0,0.5,6,0.7624717950820923
Fisher,20,0.0,0.5,8,0.7624717950820923
Fisher,20,0.0,0.5,10,0.7624717950820923
Fisher,20,0.0,0.9,32,0.7740649580955505
Fisher,20,0.0,0.9,4,0.682631254196167
Fisher,20,0.0,0.9,6,0.7201909422874451
Fisher,20,0.0,0.9,8,0.7201909422874451
Fisher,20,0.0,0.9,10,0.7201909422874451
JMI,20,0.0,0.0,32,0.8405287861824036
JMI,20,0.0,0.2,32,0.841079592704773
JMI,20,0.0,0.2,4,0.8337355256080627
JMI,20,0.0,0.2,6,0.8233751058578491
JMI,20,0.0,0.2,8,0.8233751058578491
JMI,20,0.0,0.2,10,0.8233751058578491
JMI,20,0.0,0.5,32,0.8498924374580383
JMI,20,0.0,0.5,4,0.7157320380210876
JMI,20,0.0,0.5,6,0.7242563962936401
JMI,20,0.0,0.5,8,0.7242563962936401
JMI,20,0.0,0.5,10,0.7242563962936401
JMI,20,0.0,0.9,32,0.8230079412460327
JMI,20,0.0,0.9,4,0.7592718601226807
JMI,20,0.0,0.9,6,0.7361904978752136
JMI,20,0.0,0.9,8,0.7361904978752136
JMI,20,0.0,0.9,10,0.7377904653549194
