fs_method,num_features,total_cost,sparsity,precision,accuracy
JMI,10,0.0,0.9,6,0.5242869257926941
JMI,10,0.0,0.9,8,0.5242869257926941
JMI,10,0.0,0.9,10,0.5242869257926941
DISR,15,0.0,0.0,32,0.5848293900489807
DISR,15,0.0,0.2,32,0.6267195343971252
DISR,15,0.0,0.2,4,0.5897256731987
DISR,15,0.0,0.2,6,0.5840522050857544
DISR,15,0.0,0.2,8,0.5840522050857544
DISR,15,0.0,0.2,10,0.5841299295425415
DISR,15,0.0,0.5,32,0.6252428889274597
DISR,15,0.0,0.5,4,0.5556073784828186
DISR,15,0.0,0.5,6,0.5510997176170349
DISR,15,0.0,0.5,8,0.5510997176170349
DISR,15,0.0,0.5,10,0.5510997176170349
DISR,15,0.0,0.9,32,0.607833981513977
DISR,15,0.0,0.9,4,0.5796222686767578
DISR,15,0.0,0.9,6,0.6022382974624634
DISR,15,0.0,0.9,8,0.6022382974624634
DISR,15,0.0,0.9,10,0.6023160219192505
Fisher,15,0.0,0.0,32,0.5317478775978088
Fisher,15,0.0,0.2,32,0.5317478775978088
Fisher,15,0.0,0.2,4,0.5317478775978088
Fisher,15,0.0,0.2,6,0.5317478775978088
Fisher,15,0.0,0.2,8,0.5317478775978088
Fisher,15,0.0,0.2,10,0.5317478775978088
Fisher,15,0.0,0.5,32,0.5317478775978088
Fisher,15,0.0,0.5,4,0.5317478775978088
Fisher,15,0.0,0.5,6,0.5317478775978088
Fisher,15,0.0,0.5,8,0.5317478775978088
Fisher,15,0.0,0.5,10,0.5317478775978088
Fisher,15,0.0,0.9,32,0.5317478775978088
Fisher,15,0.0,0.9,4,0.5317478775978088
Fisher,15,0.0,0.9,6,0.5317478775978088
Fisher,15,0.0,0.9,8,0.5317478775978088
Fisher,15,0.0,0.9,10,0.5317478775978088
JMI,15,0.0,0.0,32,0.5084324479103088
JMI,15,0.0,0.2,32,0.5224217176437378
JMI,15,0.0,0.2,4,0.5262299180030823
JMI,15,0.0,0.2,6,0.5078883767127991
JMI,15,0.0,0.2,8,0.5078883767127991
JMI,15,0.0,0.2,10,0.5079661011695862
JMI,15,0.0,0.5,32,0.5556851029396057
JMI,15,0.0,0.5,4,0.5326805114746094
JMI,15,0.0,0.5,6,0.546436607837677
JMI,15,0.0,0.5,8,0.546436607837677
JMI,15,0.0,0.5,10,0.5463588833808899
JMI,15,0.0,0.9,32,0.5650889873504639
JMI,15,0.0,0.9,4,0.5333799719810486
JMI,15,0.0,0.9,6,0.5359446406364441
JMI,15,0.0,0.9,8,0.5359446406364441
JMI,15,0.0,0.9,10,0.5359446406364441
DISR,20,0.0,0.0,32,0.5622134208679199
DISR,20,0.0,0.2,32,0.5881713032722473
DISR,20,0.0,0.2,4,0.5654775500297546
DISR,20,0.0,0.2,6,0.5843631029129028
DISR,20,0.0,0.2,8,0.5843631029129028
DISR,20,0.0,0.2,10,0.583896815776825
DISR,20,0.0,0.5,32,0.5984300971031189
DISR,20,0.0,0.5,4,0.6160721182823181
DISR,20,0.0,0.5,6,0.6253206133842468
DISR,20,0.0,0.5,8,0.6253206133842468
DISR,20,0.0,0.5,10,0.6253982782363892
DISR,20,0.0,0.9,32,0.6100878119468689
DISR,20,0.0,0.9,4,0.6142845749855042
DISR,20,0.0,0.9,6,0.62361079454422
DISR,20,0.0,0.9,8,0.62361079454422
DISR,20,0.0,0.9,10,0.6238439679145813
Fisher,20,0.0,0.0,32,0.5317478775978088
Fisher,20,0.0,0.2,32,0.5317478775978088
Fisher,20,0.0,0.2,4,0.5317478775978088
Fisher,20,0.0,0.2,6,0.5317478775978088
Fisher,20,0.0,0.2,8,0.5317478775978088
Fisher,20,0.0,0.2,10,0.5317478775978088
Fisher,20,0.0,0.5,32,0.5317478775978088
Fisher,20,0.0,0.5,4,0.5317478775978088
Fisher,20,0.0,0.5,6,0.5317478775978088
Fisher,20,0.0,0.5,8,0.5317478775978088
Fisher,20,0.0,0.5,10,0.5317478775978088
Fisher,20,0.0,0.9,32,0.5317478775978088
Fisher,20,0.0,0.9,4,0.5317478775978088
Fisher,20,0.0,0.9,6,0.5317478775978088
Fisher,20,0.0,0.9,8,0.5317478775978088
Fisher,20,0.0,0.9,10,0.5317478775978088
JMI,20,0.0,0.0,32,0.574492871761322
JMI,20,0.0,0.2,32,0.6088443398475647
JMI,20,0.0,0.2,4,0.6362011432647705
JMI,20,0.0,0.2,6,0.6386880874633789
JMI,20,0.0,0.2,8,0.6386880874633789
JMI,20,0.0,0.2,10,0.6393098831176758
JMI,20,0.0,0.5,32,0.6834537982940674
JMI,20,0.0,0.5,4,0.6362788677215576
JMI,20,0.0,0.5,6,0.6362788677215576
JMI,20,0.0,0.5,8,0.6362788677215576
JMI,20,0.0,0.5,10,0.6361234188079834
JMI,20,0.0,0.9,32,0.6226781606674194
JMI,20,0.0,0.9,4,0.5633014440536499
JMI,20,0.0,0.9,6,0.5594155788421631
JMI,20,0.0,0.9,8,0.5594155788421631
JMI,20,0.0,0.9,10,0.5596486926078796
