fs_method,num_features,total_cost,sparsity,precision,accuracy
JMI,15,0.0,0.9,4,0.6282094717025757
JMI,15,0.0,0.9,6,0.6282094717025757
JMI,15,0.0,0.9,8,0.6282094717025757
JMI,15,0.0,0.9,10,0.6282094717025757
DISR,20,0.0,0.0,32,0.7261824607849121
DISR,20,0.0,0.2,32,0.7256757020950317
DISR,20,0.0,0.2,4,0.6697635054588318
DISR,20,0.0,0.2,6,0.6682432293891907
DISR,20,0.0,0.2,8,0.6682432293891907
DISR,20,0.0,0.2,10,0.6682432293891907
DISR,20,0.0,0.5,32,0.7261824607849121
DISR,20,0.0,0.5,4,0.6008446216583252
DISR,20,0.0,0.5,6,0.6155405640602112
DISR,20,0.0,0.5,8,0.6155405640602112
DISR,20,0.0,0.5,10,0.6155405640602112
DISR,20,0.0,0.9,32,0.7243243455886841
DISR,20,0.0,0.9,4,0.7250000238418579
DISR,20,0.0,0.9,6,0.7236486673355103
DISR,20,0.0,0.9,8,0.7236486673355103
DISR,20,0.0,0.9,10,0.7234797477722168
Fisher,20,0.0,0.0,32,0.5410472750663757
Fisher,20,0.0,0.2,32,0.6148648858070374
Fisher,20,0.0,0.2,4,0.6150338053703308
Fisher,20,0.0,0.2,6,0.6157094836235046
Fisher,20,0.0,0.2,8,0.6157094836235046
Fisher,20,0.0,0.2,10,0.6157094836235046
Fisher,20,0.0,0.5,32,0.7251689434051514
Fisher,20,0.0,0.5,4,0.4141891896724701
Fisher,20,0.0,0.5,6,0.41435810923576355
Fisher,20,0.0,0.5,8,0.41435810923576355
Fisher,20,0.0,0.5,10,0.41435810923576355
Fisher,20,0.0,0.9,32,0.6998310685157776
Fisher,20,0.0,0.9,4,0.5920608043670654
Fisher,20,0.0,0.9,6,0.5893580913543701
Fisher,20,0.0,0.9,8,0.5893580913543701
Fisher,20,0.0,0.9,10,0.5893580913543701
JMI,20,0.0,0.0,32,0.7243243455886841
JMI,20,0.0,0.2,32,0.7253378629684448
JMI,20,0.0,0.2,4,0.724662184715271
JMI,20,0.0,0.2,6,0.7248311042785645
JMI,20,0.0,0.2,8,0.7248311042785645
JMI,20,0.0,0.2,10,0.724662184715271
JMI,20,0.0,0.5,32,0.7250000238418579
JMI,20,0.0,0.5,4,0.6270270347595215
JMI,20,0.0,0.5,6,0.6275337934494019
JMI,20,0.0,0.5,8,0.6275337934494019
JMI,20,0.0,0.5,10,0.6275337934494019
JMI,20,0.0,0.9,32,0.724662184715271
JMI,20,0.0,0.9,4,0.6282094717025757
JMI,20,0.0,0.9,6,0.6283783912658691
JMI,20,0.0,0.9,8,0.6283783912658691
JMI,20,0.0,0.9,10,0.6283783912658691
