fs_method,num_features,total_cost,sparsity,precision,accuracy
JMI,15,0.052800000000000014,0.2,8,0.4360699951648712
JMI,15,0.052800000000000014,0.2,10,0.4360699951648712
JMI,15,0.052800000000000014,0.5,32,0.43741586804389954
JMI,15,0.052800000000000014,0.5,4,0.4333781898021698
JMI,15,0.052800000000000014,0.5,6,0.42799460887908936
JMI,15,0.052800000000000014,0.5,8,0.42799460887908936
JMI,15,0.052800000000000014,0.5,10,0.42799460887908936
JMI,15,0.052800000000000014,0.9,32,0.4333781898021698
JMI,15,0.052800000000000014,0.9,4,0.4253028333187103
JMI,15,0.052800000000000014,0.9,6,0.41722744703292847
JMI,15,0.052800000000000014,0.9,8,0.41722744703292847
JMI,15,0.052800000000000014,0.9,10,0.41722744703292847
DISR,20,0.0709,0.0,32,0.42934051156044006
DISR,20,0.0709,0.2,32,0.4320322871208191
DISR,20,0.0709,0.2,4,0.4347240924835205
DISR,20,0.0709,0.2,6,0.4360699951648712
DISR,20,0.0709,0.2,8,0.4360699951648712
DISR,20,0.0709,0.2,10,0.4360699951648712
DISR,20,0.0709,0.5,32,0.42934051156044006
DISR,20,0.0709,0.5,4,0.3001345992088318
DISR,20,0.0709,0.5,6,0.3001345992088318
DISR,20,0.0709,0.5,8,0.3001345992088318
DISR,20,0.0709,0.5,10,0.3001345992088318
DISR,20,0.0709,0.9,32,0.4333781898021698
DISR,20,0.0709,0.9,4,0.42799460887908936
DISR,20,0.0709,0.9,6,0.4185733497142792
DISR,20,0.0709,0.9,8,0.4185733497142792
DISR,20,0.0709,0.9,10,0.4185733497142792
Fisher,20,0.0687,0.0,32,0.4333781898021698
Fisher,20,0.0687,0.2,32,0.4333781898021698
Fisher,20,0.0687,0.2,4,0.4212651550769806
Fisher,20,0.0687,0.2,6,0.4212651550769806
Fisher,20,0.0687,0.2,8,0.4212651550769806
Fisher,20,0.0687,0.2,10,0.4212651550769806
Fisher,20,0.0687,0.5,32,0.4360699951648712
Fisher,20,0.0687,0.5,4,0.4333781898021698
Fisher,20,0.0687,0.5,6,0.4320322871208191
Fisher,20,0.0687,0.5,8,0.4320322871208191
Fisher,20,0.0687,0.5,10,0.4333781898021698
Fisher,20,0.0687,0.9,32,0.4333781898021698
Fisher,20,0.0687,0.9,4,0.4333781898021698
Fisher,20,0.0687,0.9,6,0.4333781898021698
Fisher,20,0.0687,0.9,8,0.4333781898021698
Fisher,20,0.0687,0.9,10,0.4333781898021698
JMI,20,0.07089999999999999,0.0,32,0.43068641424179077
JMI,20,0.07089999999999999,0.2,32,0.4333781898021698
JMI,20,0.07089999999999999,0.2,4,0.4253028333187103
JMI,20,0.07089999999999999,0.2,6,0.4226110279560089
JMI,20,0.07089999999999999,0.2,8,0.4226110279560089
JMI,20,0.07089999999999999,0.2,10,0.4226110279560089
JMI,20,0.07089999999999999,0.5,32,0.43068641424179077
JMI,20,0.07089999999999999,0.5,4,0.43068641424179077
JMI,20,0.07089999999999999,0.5,6,0.42799460887908936
JMI,20,0.07089999999999999,0.5,8,0.42799460887908936
JMI,20,0.07089999999999999,0.5,10,0.42799460887908936
JMI,20,0.07089999999999999,0.9,32,0.4333781898021698
JMI,20,0.07089999999999999,0.9,4,0.4333781898021698
JMI,20,0.07089999999999999,0.9,6,0.4333781898021698
JMI,20,0.07089999999999999,0.9,8,0.4333781898021698
JMI,20,0.07089999999999999,0.9,10,0.4333781898021698
