fs_method,num_features,total_cost,sparsity,precision,accuracy
JMI,5,0.0,0.9,4,0.6648044586181641
JMI,5,0.0,0.9,6,0.6648044586181641
JMI,5,0.0,0.9,8,0.6648044586181641
JMI,5,0.0,0.9,10,0.6648044586181641
DISR,10,0.0,0.0,32,0.6648044586181641
DISR,10,0.0,0.2,32,0.6648044586181641
DISR,10,0.0,0.2,4,0.6648044586181641
DISR,10,0.0,0.2,6,0.6648044586181641
DISR,10,0.0,0.2,8,0.6648044586181641
DISR,10,0.0,0.2,10,0.6648044586181641
DISR,10,0.0,0.5,32,0.6648044586181641
DISR,10,0.0,0.5,4,0.6648044586181641
DISR,10,0.0,0.5,6,0.6648044586181641
DISR,10,0.0,0.5,8,0.6648044586181641
DISR,10,0.0,0.5,10,0.6648044586181641
DISR,10,0.0,0.9,32,0.6648044586181641
DISR,10,0.0,0.9,4,0.6648044586181641
DISR,10,0.0,0.9,6,0.6648044586181641
DISR,10,0.0,0.9,8,0.6648044586181641
DISR,10,0.0,0.9,10,0.6648044586181641
Fisher,10,0.0,0.0,32,0.667597770690918
Fisher,10,0.0,0.2,32,0.667597770690918
Fisher,10,0.0,0.2,4,0.667597770690918
Fisher,10,0.0,0.2,6,0.667597770690918
Fisher,10,0.0,0.2,8,0.667597770690918
Fisher,10,0.0,0.2,10,0.667597770690918
Fisher,10,0.0,0.5,32,0.667597770690918
Fisher,10,0.0,0.5,4,0.667597770690918
Fisher,10,0.0,0.5,6,0.667597770690918
Fisher,10,0.0,0.5,8,0.667597770690918
Fisher,10,0.0,0.5,10,0.667597770690918
Fisher,10,0.0,0.9,32,0.6620111465454102
Fisher,10,0.0,0.9,4,0.6620111465454102
Fisher,10,0.0,0.9,6,0.6620111465454102
Fisher,10,0.0,0.9,8,0.6620111465454102
Fisher,10,0.0,0.9,10,0.6620111465454102
JMI,10,0.0,0.0,32,0.6648044586181641
JMI,10,0.0,0.2,32,0.6648044586181641
JMI,10,0.0,0.2,4,0.6648044586181641
JMI,10,0.0,0.2,6,0.6648044586181641
JMI,10,0.0,0.2,8,0.6648044586181641
JMI,10,0.0,0.2,10,0.6648044586181641
JMI,10,0.0,0.5,32,0.6648044586181641
JMI,10,0.0,0.5,4,0.6648044586181641
JMI,10,0.0,0.5,6,0.6648044586181641
JMI,10,0.0,0.5,8,0.6648044586181641
JMI,10,0.0,0.5,10,0.6648044586181641
JMI,10,0.0,0.9,32,0.6648044586181641
JMI,10,0.0,0.9,4,0.6648044586181641
JMI,10,0.0,0.9,6,0.6648044586181641
JMI,10,0.0,0.9,8,0.6648044586181641
JMI,10,0.0,0.9,10,0.6648044586181641
DISR,15,0.0,0.0,32,0.6648044586181641
DISR,15,0.0,0.2,32,0.6648044586181641
DISR,15,0.0,0.2,4,0.6648044586181641
DISR,15,0.0,0.2,6,0.6648044586181641
DISR,15,0.0,0.2,8,0.6648044586181641
DISR,15,0.0,0.2,10,0.6648044586181641
DISR,15,0.0,0.5,32,0.6648044586181641
DISR,15,0.0,0.5,4,0.6648044586181641
DISR,15,0.0,0.5,6,0.6648044586181641
DISR,15,0.0,0.5,8,0.6648044586181641
DISR,15,0.0,0.5,10,0.6648044586181641
DISR,15,0.0,0.9,32,0.6648044586181641
DISR,15,0.0,0.9,4,0.6648044586181641
DISR,15,0.0,0.9,6,0.6648044586181641
DISR,15,0.0,0.9,8,0.6648044586181641
DISR,15,0.0,0.9,10,0.6648044586181641
Fisher,15,0.0,0.0,32,0.667597770690918
Fisher,15,0.0,0.2,32,0.667597770690918
Fisher,15,0.0,0.2,4,0.6396648287773132
Fisher,15,0.0,0.2,6,0.6480447053909302
Fisher,15,0.0,0.2,8,0.6480447053909302
Fisher,15,0.0,0.2,10,0.6480447053909302
Fisher,15,0.0,0.5,32,0.6648044586181641
Fisher,15,0.0,0.5,4,0.6620111465454102
Fisher,15,0.0,0.5,6,0.6620111465454102
Fisher,15,0.0,0.5,8,0.6620111465454102
Fisher,15,0.0,0.5,10,0.6620111465454102
Fisher,15,0.0,0.9,32,0.6759776473045349
Fisher,15,0.0,0.9,4,0.6480447053909302
Fisher,15,0.0,0.9,6,0.6480447053909302
Fisher,15,0.0,0.9,8,0.6480447053909302
Fisher,15,0.0,0.9,10,0.6480447053909302
JMI,15,0.0,0.0,32,0.6648044586181641
JMI,15,0.0,0.2,32,0.6648044586181641
JMI,15,0.0,0.2,4,0.6648044586181641
JMI,15,0.0,0.2,6,0.6648044586181641
JMI,15,0.0,0.2,8,0.6648044586181641
JMI,15,0.0,0.2,10,0.6648044586181641
JMI,15,0.0,0.5,32,0.6648044586181641
JMI,15,0.0,0.5,4,0.6648044586181641
JMI,15,0.0,0.5,6,0.6648044586181641
JMI,15,0.0,0.5,8,0.6648044586181641
JMI,15,0.0,0.5,10,0.6648044586181641
JMI,15,0.0,0.9,32,0.6648044586181641
JMI,15,0.0,0.9,4,0.6648044586181641
JMI,15,0.0,0.9,6,0.6648044586181641
JMI,15,0.0,0.9,8,0.6648044586181641
JMI,15,0.0,0.9,10,0.6648044586181641
DISR,20,0.0,0.0,32,0.6648044586181641
DISR,20,0.0,0.2,32,0.6648044586181641
DISR,20,0.0,0.2,4,0.6648044586181641
DISR,20,0.0,0.2,6,0.6648044586181641
DISR,20,0.0,0.2,8,0.6648044586181641
DISR,20,0.0,0.2,10,0.6648044586181641
DISR,20,0.0,0.5,32,0.6648044586181641
DISR,20,0.0,0.5,4,0.6508380174636841
DISR,20,0.0,0.5,6,0.659217894077301
DISR,20,0.0,0.5,8,0.659217894077301
DISR,20,0.0,0.5,10,0.659217894077301
DISR,20,0.0,0.9,32,0.6648044586181641
DISR,20,0.0,0.9,4,0.6648044586181641
DISR,20,0.0,0.9,6,0.6648044586181641
DISR,20,0.0,0.9,8,0.6648044586181641
DISR,20,0.0,0.9,10,0.6648044586181641
Fisher,20,0.0,0.0,32,0.6536312699317932
Fisher,20,0.0,0.2,32,0.6564245820045471
Fisher,20,0.0,0.2,4,0.6620111465454102
Fisher,20,0.0,0.2,6,0.6648044586181641
Fisher,20,0.0,0.2,8,0.6648044586181641
Fisher,20,0.0,0.2,10,0.6648044586181641
Fisher,20,0.0,0.5,32,0.667597770690918
Fisher,20,0.0,0.5,4,0.3687150776386261
Fisher,20,0.0,0.5,6,0.3687150776386261
Fisher,20,0.0,0.5,8,0.3687150776386261
Fisher,20,0.0,0.5,10,0.3687150776386261
Fisher,20,0.0,0.9,32,0.6452513933181763
Fisher,20,0.0,0.9,4,0.673184335231781
Fisher,20,0.0,0.9,6,0.6759776473045349
Fisher,20,0.0,0.9,8,0.6759776473045349
Fisher,20,0.0,0.9,10,0.673184335231781
JMI,20,0.0,0.0,32,0.6648044586181641
JMI,20,0.0,0.2,32,0.6648044586181641
JMI,20,0.0,0.2,4,0.6648044586181641
JMI,20,0.0,0.2,6,0.6648044586181641
JMI,20,0.0,0.2,8,0.6648044586181641
JMI,20,0.0,0.2,10,0.6648044586181641
JMI,20,0.0,0.5,32,0.6648044586181641
JMI,20,0.0,0.5,4,0.6620111465454102
JMI,20,0.0,0.5,6,0.6508380174636841
JMI,20,0.0,0.5,8,0.6508380174636841
JMI,20,0.0,0.5,10,0.6508380174636841
JMI,20,0.0,0.9,32,0.6648044586181641
JMI,20,0.0,0.9,4,0.6648044586181641
JMI,20,0.0,0.9,6,0.6648044586181641
JMI,20,0.0,0.9,8,0.6648044586181641
JMI,20,0.0,0.9,10,0.6648044586181641
